signal_date,notice_date,code,pdf_url,decision,actor,sale_date,actual_shares,evidence,support_url
2024-12-11,2024-12-10,sz.002835,https://static.cninfo.com.cn/finalpage/2024-12-10/1221966391.PDF,verified_direct,黄梓泰,2024-09-19/2024-12-08,2186600,本次计划前持股6.38%，2024年集中竞价卖出2186600股并完成,
2024-12-11,2024-12-10,sz.300133,https://static.cninfo.com.cn/finalpage/2024-12-10/1221981453.PDF,reject_group_plan_unproven,银万全盈31号及32号,2024-12-10,12659000,两名计划主体原持股合计约1.42%，虽与实际控制人合并遵守减持规则，本次未预披露控制人团体共同计划；仅个人小额团体计划完成,
2024-12-11,2024-12-10,sz.301498,https://static.cninfo.com.cn/finalpage/2024-12-10/1221979536.PDF,verified_direct,KKR,2024-11-04/2024-12-09,8000830,本次计划前持股19.08%，2024年集中竞价4000385及大宗交易4000445股并完成,
2024-12-13,2024-12-12,sz.002608,https://static.cninfo.com.cn/finalpage/2024-12-12/1221999818.PDF,verified_direct_beneficial,华侨城资本侨新一号资管计划,2024-11-06/2024-12-10,28571400,华侨城资本设立单一资管计划并出具完成函，二者减持额度合并计算，原合计持股11.12%；资管账户2024年集中竞价卖出28571400股,
2024-12-13,2024-12-12,sz.300187,https://static.cninfo.com.cn/finalpage/2024-12-12/1222006897.PDF,verified_direct,湖南永清集团,2024-10/2024-12,12855730,控股股东本次2024年计划集中竞价及大宗交易累计卖出12855730股并完成；原件只列总量及阶段披露,
2024-12-13,2024-12-12,sz.301306,https://static.cninfo.com.cn/finalpage/2024-12-12/1222006570.PDF,verified_group_mixed,丰年君悦、丰年君传、丰年君和,2024-11-06/2024-12-11,2110000,三家一致行动机构共同预披露并完成，原合计持股12.20%，2024年卖出2110000股；丰年君悦自身亦原持股5.08%,
2024-12-16,2024-12-14,sz.003002,https://static.cninfo.com.cn/finalpage/2024-12-14/1222018119.PDF,verified_direct,秦跃中,2024-11-29/2024-12-13,6000000,控股股东兼实际控制人2024年集中竞价及大宗交易卖出6000000股并完成,
2024-12-16,2024-12-13,sz.300641,https://static.cninfo.com.cn/finalpage/2024-12-13/1222019427.PDF,reject_group_plan_unproven,银万榕树6号,2024-11-14/2024-12-12,2806100,本人持股2.7948%，从控制人团体内部受让股份后仅预披露并完成个人计划，未确认合格团体共同计划完成,
2024-12-17,2024-12-16,sz.300381,https://static.cninfo.com.cn/finalpage/2024-12-16/1222017620.PDF,verified_direct,珠海金大地投资,2024-10-24/2024-12-12,9309000,控股股东本次计划2024年大宗交易卖出9309000股并实施完毕,
2024-12-17,2024-12-16,sz.300768,https://static.cninfo.com.cn/finalpage/2024-12-16/1222036951.PDF,verified_direct,周顺林,2024-10-09/2024-12-16,4987900,计划前持股7.14%，2024年集中竞价卖出4987900股并完成,
2025-01-03,2025-01-02,sz.301039,https://static.cninfo.com.cn/finalpage/2025-01-02/1222207725.PDF,verified_group,上海太富、台州太富,2024-12-27/2024-12-31,12068100,两家同一控制的一致行动机构共同预披露并完成计划，2024年12月合计卖出12068100股，原合计持股超过5%,
2025-01-03,2025-01-02,sz.301428,https://static.cninfo.com.cn/finalpage/2025-01-02/1222206962.PDF,verified_direct,北京君盛泰石,2024-11-20/2024-12-31,1378000,计划前持股6.50%，2024年大宗交易卖出1378000股并完成,
2025-01-06,2025-01-04,sz.301278,https://static.cninfo.com.cn/finalpage/2025-01-04/1222223595.PDF,verified_direct,王新林,2024-11-01/2025-01-03,832740,持股14.63%的董事兼高管计划2024年11月开始，2025年1月公告完成且卖出832740股；原件不列具体成交日,
2025-01-09,2025-01-08,sz.300002,https://static.cninfo.com.cn/finalpage/2025-01-08/1222272696.PDF,verified_direct,李力,2024-12-17/2025-01-07,39150000,计划前持股8.77%的副董事长2024年12月及2025年1月集中竞价和大宗交易卖出39150000股并完成,
2025-01-14,2025-01-13,sz.300700,https://static.cninfo.com.cn/finalpage/2025-01-13/1222322679.PDF,verified_direct,杨辉煌,2024-10-14/2025-01-10,2696380,计划前持股7.82%，2024年10月至2025年1月集中竞价卖出2696380股，期限届满且计划实施完毕,
2025-01-16,2025-01-15,sz.300832,https://static.cninfo.com.cn/finalpage/2025-01-15/1222344601.PDF,verified_direct,天津红杉聚业,2024-12-30/2025-01-14,7857187,计划前持股12.62%，2024年12月及2025年1月大宗交易卖出7857187股并完成,
2025-01-16,2025-01-15,sz.300911,https://static.cninfo.com.cn/finalpage/2025-01-15/1222344634.PDF,verified_group,亿顺投资、亿旺投资,2025-01-08/2025-01-14,4101189,两名实际控制人一致行动人共同预披露并完成计划，原持股合计5.74%；至少2025年1月8日至14日卖出1554996股，计划前后持股差4101189股（拟减持上限4101300股）,
2025-01-17,2025-01-16,sh.603378,https://static.cninfo.com.cn/finalpage/2025-01-16/1222343066.PDF,verified_multi_direct,创能明、李金钟,2024-11-11/2025-01-15,19612895,控股股东原持股26.49%与实际控制人兼董事长原持股6.31%，共同预披露并完成，分别卖出12849500及6763395股,
2025-01-17,2025-01-16,sz.300996,https://static.cninfo.com.cn/finalpage/2025-01-16/1222355086.PDF,verified_group_mixed,王虎及十三名一致行动人,2024-10-17/2025-01-16,3063533,实际控制人王虎与十三名一致行动人共同预披露并完成计划，原合计持股27.04%，正数卖出3063533股,
2025-01-21,2025-01-20,sz.300581,https://static.cninfo.com.cn/finalpage/2025-01-20/1222381005.PDF,verified_direct,南京寰宇星控,2024-10-30/2025-01-17,7031314,控股股东一致行动企业自身原持股15.29%，2024年10月至2025年1月集中竞价和大宗交易卖出7031314股并完成,
2025-01-23,2025-01-22,sz.001324,https://static.cninfo.com.cn/finalpage/2025-01-22/1222388638.PDF,verified_group,深创投及三家红土基金,2024-11-21/2025-01-20,4090100,四家一致行动机构共同预披露并完成计划，2024年11月至2025年1月合计卖出4090100股，原合计持股5%以上,
2025-01-23,2025-01-22,sz.301382,https://static.cninfo.com.cn/finalpage/2025-01-22/1222406527.PDF,verified_direct,海峡创新,2024-11-19/2025-01-20,6560060,预披露称原持股超过5%，2024年11月至2025年1月大宗及集中竞价合计卖出6560060股并完成,
2025-01-24,2025-01-23,sz.001301,https://static.cninfo.com.cn/finalpage/2025-01-23/1222406143.PDF,verified_group,招银朗曜、招银叁号,2024-10-28/2025-01-15,1940561,两家一致行动基金共同预披露并完成计划，原合计持股5%以上，2024年至2025年集中竞价共卖出1940561股,
2025-01-24,2025-01-23,sz.002467,https://static.cninfo.com.cn/finalpage/2025-01-23/1222406307.PDF,verified_direct,李小龙,2025-01-10/2025-01-22,13752979,控股股东原持股15.78%，2025年1月10日至22日集中竞价卖出13752979股并完成,
2025-01-24,2025-01-23,sz.300775,https://static.cninfo.com.cn/finalpage/2025-01-23/1222418899.PDF,verified_direct,广东温氏投资,2024-11-05/2025-01-22,8282868,计划前持股6.505347%，2024年11月至2025年1月集中竞价及大宗交易卖出8282868股并完成,
2025-01-24,2025-01-23,sz.300961,https://static.cninfo.com.cn/finalpage/2025-01-23/1222405575.PDF,verified_multi_direct,西藏大禹、李琴,2024-10-28/2025-01-14,2736700,两名一致行动股东原分别持股6.06%和5.16%，共同预披露并完成，卖出1478300及1258400股,
2025-01-27,2025-01-25,sh.603530,https://static.cninfo.com.cn/finalpage/2025-01-25/1222429503.PDF,verified_direct,陈小琴,2024-12-17/2025-01-24,12967898,计划前持股19.59%，2024年12月至2025年1月集中竞价及大宗交易卖出12967898股并完成,
2025-01-27,2025-01-25,sz.002611,https://static.cninfo.com.cn/finalpage/2025-01-25/1222432501.PDF,verified_direct,唐灼林,2024-10-28/2025-01-24,11900000,控股股东原持股22.21%，2024年10月至2025年1月集中竞价卖出11900000股并完成,
2025-01-27,2025-01-24,sz.300174,https://static.cninfo.com.cn/finalpage/2025-01-24/1222419376.PDF,verified_group_mixed,三安集团、晟辉投资,2025-01-14/2025-01-23,10694000,两名一致行动人共同预披露并完成计划，三安集团原持股6.1123%，晟辉原持股2.8126%，2025年合计卖出10694000股,
2025-02-05,2025-01-27,sz.002653,https://static.cninfo.com.cn/finalpage/2025-01-27/1222430761.PDF,verified_group,申萍、郝聪梅,2024-12-02/2025-01-24,7600000,两名控股股东一致行动人共同预披露并完成计划，原持股合计5.424%，2024年12月至2025年1月分别卖出6080000和1520000股,
2025-02-07,2025-02-06,sz.301510,https://static.cninfo.com.cn/finalpage/2025-02-06/1222472966.PDF,verified_direct,北京股权投资发展管理中心,2024-11-11/2025-02-05,3999910,本次计划前持股9.68%，2024年11月至2025年2月集中竞价卖出3999910股并完成,
2025-02-10,2025-02-07,sh.605020,https://static.cninfo.com.cn/finalpage/2025-02-07/1222473552.PDF,verified_direct,浙江星皓投资,2025-01-14/2025-01-27,2215034,本次计划前持股5.54%，2025年1月集中竞价卖出2215034股，跌至5%以下且计划实施完毕,
2025-02-10,2025-02-07,sz.300456,https://static.cninfo.com.cn/finalpage/2025-02-07/1222485280.PDF,verified_direct,国家集成电路产业投资基金,2024-11-07/2025-02-06,9639952,本次计划前持股10.06%，2024年11月至2025年2月集中竞价和大宗交易卖出9639952股并完成,
2025-02-10,2025-02-07,sz.301029,https://static.cninfo.com.cn/finalpage/2025-02-07/1222484198.PDF,verified_group,众志达、众慧达,2025-01-09/2025-02-06,9512881,两家一致行动企业共同预披露并完成计划，原合计持股6.23%，2025年集中竞价及大宗交易卖出9512881股,
2025-02-12,2025-02-11,sz.300857,https://static.cninfo.com.cn/finalpage/2025-02-11/1222515422.PDF,verified_direct,协创智慧科技,2025-01/2025-02-11,7356572,控股股东本次计划2025年集中竞价及大宗交易累计卖出7356572股并完成，原件分项披露2025年2月7至11日卖出3354100股,
2025-02-12,2025-02-11,sz.301348,https://static.cninfo.com.cn/finalpage/2025-02-11/1222514890.PDF,verified_direct,上海银圣宇,2024-12-20/2025-02-10,2000000,计划前持股8.76%，2024年12月至2025年2月大宗交易卖出2000000股并完成,
2025-02-13,2025-02-12,sz.301413,https://static.cninfo.com.cn/finalpage/2025-02-12/1222523884.PDF,verified_group_mixed,南海成长、同创伟业,2025-01-21/2025-02-10,3358900,两家一致行动基金共同计划完成，计划前原合计持股8.41%，南海成长自身6.11%，2025年集中竞价分别卖出2438700和920200股,
2025-02-14,2025-02-13,sh.600262,https://static.cninfo.com.cn/finalpage/2025-02-13/1222524477.PDF,verified_direct,特沃上海,2024-11-19/2025-02-12,5100000,本次计划前持股20.26%，2024年11月至2025年2月集中竞价及大宗交易卖出5100000股并完成,
2025-02-14,2025-02-13,sz.300975,https://static.cninfo.com.cn/finalpage/2025-02-13/1222535180.PDF,verified_direct,沙宏志,2024-12-27/2025-02-11,2400000,控股股东兼实际控制人及董事长原持股36.58%，2024年12月至2025年2月集中竞价卖出2400000股并完成,
2025-02-14,2025-02-13,sz.301153,https://static.cninfo.com.cn/finalpage/2025-02-13/1222536608.PDF,verified_direct,天津融商力源,2024-11-28/2025-02-12,5248100,本次计划前持股9.25%，2024年11月至2025年2月大宗交易卖出5248100股并完成,
2025-02-17,2025-02-14,sz.002903,https://static.cninfo.com.cn/finalpage/2025-02-14/1222536627.PDF,verified_direct,许燕鸣,2024-12-02/2025-02-12,1550000,计划前持股5.21%的许燕鸣集中竞价卖出1550000股并完成；同公告两名高管未卖出,
2025-02-18,2025-02-17,sz.300815,https://static.cninfo.com.cn/finalpage/2025-02-17/1222558525.PDF,verified_direct,西藏蕴能,2024-11-15/2024-12-27,10955433,计划前持股6.13%，2024年集中竞价及大宗交易共卖出10955433股，计划届满且实施完毕,
2025-02-18,2025-02-17,sz.301381,https://static.cninfo.com.cn/finalpage/2025-02-17/1222559009.PDF,verified_direct,众腾投资,2024-11-22/2025-02-17,8002000,计划前持股23.25%，集中竞价及大宗交易共卖出8002000股，减持计划完成,
2025-02-19,2025-02-18,sz.300746,https://static.cninfo.com.cn/finalpage/2025-02-18/1222569477.PDF,verified_direct,费禹铭,2025-01-13/2025-02-17,2713184,计划前持股6.2019%，集中竞价及大宗交易共卖出2713184股，计划实施完毕,
2025-02-19,2025-02-18,sz.300785,https://static.cninfo.com.cn/finalpage/2025-02-18/1222569813.PDF,verified_direct,刘峰,2025-01-24/2025-02-17,2808200,计划前持股9.11%，集中竞价1988500股加大宗交易819700股，共卖出2808200股并完成；2832284股是计划上限,
2025-02-25,2025-02-24,sz.301032,https://static.cninfo.com.cn/finalpage/2025-02-24/1222626001.PDF,verified_direct,朱观岚,2025-02-18/2025-02-21,2411200,计划前持股17.5836%，四个交易日集中竞价共卖出2411200股并完成,
2025-02-27,2025-02-26,sz.300951,https://static.cninfo.com.cn/finalpage/2025-02-26/1222650568.PDF,verified_direct,鸿德轩,2025-02-07/2025-02-25,5030200,计划前持股19.31%，集中竞价169.45万股加大宗交易333.57万股，共卖出503.02万股并完成,
2025-02-28,2025-02-27,sz.300963,https://static.cninfo.com.cn/finalpage/2025-02-27/1222662253.PDF,verified_direct,上海盾佳,2024-12-30/2025-02-26,3165700,计划前持股8.09%，2024年12月至2025年2月集中竞价卖出3165700股并完成,
2025-03-03,2025-02-28,sh.688280,https://static.cninfo.com.cn/finalpage/2025-02-28/1222662735.PDF,verified_direct,诚辉国际,2025-02-13/2025-02-26,3053348,计划前持股10.21%，集中竞价卖出3053348股，公告称计划完成；超过原定2951108股上限，原件说明内部信息传导有误,
2025-03-03,2025-02-28,sz.003022,https://static.cninfo.com.cn/finalpage/2025-02-28/1222662667.PDF,verified_direct,联泓集团,2024-12-03/2025-02-27,40035663,计划前持股51.77%的控股股东集中竞价及大宗交易卖出40035663股，计划实施完成,
2025-03-03,2025-02-28,sz.301012,https://static.cninfo.com.cn/finalpage/2025-02-28/1222674958.PDF,reject_group_plan_unproven,泰州扬源,2025-02-25/2025-02-28,3618850,出售方本人计划前仅持股2.95%；程俊明虽持股26.82%，但未参加本次仅由泰州扬源预披露并完成的减持计划,
2025-03-06,2025-03-05,sz.001309,https://static.cninfo.com.cn/finalpage/2025-03-05/1222707165.PDF,verified_direct,金程源,2025-02-19/2025-03-04,800000,原持股5.4504%，增发摊薄后仍为5.0114%；竞价及大宗交易合计卖出800000股并完成,
2025-03-10,2025-03-07,sz.300127,https://static.cninfo.com.cn/finalpage/2025-03-07/1222733579.PDF,verified_direct,银河集团,2025-01-02/2025-03-06,3199915,计划前持股30.7924%，集中竞价卖出3199915股且计划实施完成,
2025-03-10,2025-03-07,sz.300759,https://static.cninfo.com.cn/finalpage/2025-03-07/1222742329.PDF,verified_direct,信中康成,2025-01-22/2025-03-06,10666716,计划前自身持股14.67%，2025年大宗及竞价交易共卖出10666716股并完成；一致行动人未卖出,
2025-03-10,2025-03-07,sz.301036,https://static.cninfo.com.cn/finalpage/2025-03-07/1222742342.PDF,verified_group,同赢、共赢、双赢、共享投资,2024-12-11/2025-03-07,1600000,四名一致行动人共同预披露和完成计划，原合计持股16.70%，各自卖出正数且合计1600000股,
2025-03-10,2025-03-07,sz.301153,https://static.cninfo.com.cn/finalpage/2025-03-07/1222744168.PDF,verified_multi_direct,众志软科、科鼎好友,2025-02-25/2025-03-06,6604920,两方原分别持股12.90%和5.55%，各自计划均完成，分别卖出4740000及1864920股,
2025-03-13,2025-03-12,sz.300284,https://static.cninfo.com.cn/finalpage/2025-03-12/1222777460.PDF,verified_group_mixed,王军华、迎水10号基金,2024-12-12/2025-03-11,9500000,王军华本人原持股5.4574%，与一致行动基金共同计划完成；王军华卖出2824100股，迎水10号基金卖出6675900股，6号基金零成交,
2025-03-13,2025-03-12,sz.300562,https://static.cninfo.com.cn/finalpage/2025-03-12/1222777486.PDF,verified_direct,潘伟潮,2025-02-10/2025-03-11,5264000,控股股东及实际控制人原持股33.28%，本次计划集中竞价210.60万股加大宗315.80万股，共卖出526.40万股并完成,
2025-03-14,2025-03-13,sz.300531,https://static.cninfo.com.cn/finalpage/2025-03-13/1222789457.PDF,verified_direct,优博讯控股,2024-12-13/2025-03-12,9537000,计划前持股34.40%的控股股东2024年12月至2025年3月竞价及大宗交易共卖出9537000股并完成,
2025-03-17,2025-03-14,sz.300415,https://static.cninfo.com.cn/finalpage/2025-03-14/1222788902.PDF,verified_group_mixed,梁敬华、彭惠萍,2024-12-19/2025-03-12,14040000,实际控制人之一梁敬华与控制人一致行动人彭惠萍共同预披露并完成，分别卖出2370000和11670000股；团体原持股36.6941%,
2025-03-17,2025-03-14,sz.300501,https://static.cninfo.com.cn/finalpage/2025-03-14/1222806480.PDF,reject_group_plan_unproven,霍尔果斯大甲,2025-03-12/2025-03-13,1846100,出售方本人原持股2.82%；虽与实控人团体合计49.45%，本次仅预披露并完成霍尔果斯大甲个人计划,
2025-03-17,2025-03-15,sz.300542,https://static.cninfo.com.cn/finalpage/2025-03-15/1222806657.PDF,verified_direct,徐连平,2025-03-13,1000000,计划前持股9.4782%，盘后定价交易卖出1000000股且本次计划实施完毕,
2025-03-18,2025-03-17,sz.300425,https://static.cninfo.com.cn/finalpage/2025-03-17/1222821253.PDF,verified_direct,环能德美投资,2025-02-24/2025-03-14,15532100,计划前自身持股9.11%，竞价及大宗交易共卖出1553.21万股，剩余9763股不再卖出并确认计划完毕,
2025-03-19,2025-03-18,sh.688478,https://static.cninfo.com.cn/finalpage/2025-03-18/1222819708.PDF,verified_direct,明春科技,2025-02-21/2025-03-14,2766954,计划前持股11.34%，集中竞价及大宗交易共卖出2766954股且减持计划完成,
2025-03-19,2025-03-18,sz.300088,https://static.cninfo.com.cn/finalpage/2025-03-18/1222821921.PDF,verified_direct,新疆润丰,2025-03-03/2025-03-17,14480700,计划前持股7.9483%，集中竞价卖出14480700股且计划实施完成,
2025-03-20,2025-03-19,sz.300667,https://static.cninfo.com.cn/finalpage/2025-03-19/1222847060.PDF,reject_group_plan_unproven,北京卓益,2025-03-13/2025-03-18,1724601,北京卓益本人原持股0.84%，持股5%以上的一致行动人丁良成并未参加本次计划；另一卖出者张志涛仅持股0.31%,
2025-03-25,2025-03-24,sz.300787,https://static.cninfo.com.cn/finalpage/2025-03-24/1222880279.PDF,verified_direct,周洪亮,2025-01-16/2025-03-24,6190719,控股股东、实际控制人兼董事长原持股51.63%，大宗交易3578819股加竞价2611900股，共卖出6190719股并完成,
2025-03-27,2025-03-26,sz.301428,https://static.cninfo.com.cn/finalpage/2025-03-26/1222912914.PDF,verified_group,熔岩创新、熔岩稳健、熔岩新浪潮、东方熔岩,2025-03-10/2025-03-25,1836600,四家一致行动机构共同预披露及完成计划，四个计划成员原持股合计约6.35%且均实际卖出；其余两家未参加本计划不用于凑5%,
2025-03-31,2025-03-28,sz.301383,https://static.cninfo.com.cn/finalpage/2025-03-28/1222947122.PDF,verified_direct,赣州敬业,2025-02-18/2025-03-28,1628700,计划前持股8.60%，集中竞价卖出1628700股并完成,
2025-04-02,2025-04-01,sz.300183,https://static.cninfo.com.cn/finalpage/2025-04-01/1222983489.PDF,verified_direct,澜海瑞盛,2025-04-01,4912550,计划前持股14.87%的控股股东大宗交易卖出4912550股，计划实施完毕,
2025-04-10,2025-04-09,sz.300925,https://static.cninfo.com.cn/finalpage/2025-04-09/1223031931.PDF,verified_group,木加林、耕读邦、嘉嘉通,2025-02-14/2025-04-08,12645900,三名一致行动人共同预披露及完成计划，三个计划成员原持股合计7.40%，2025年竞价与大宗交易共卖出12645900股,
2025-04-23,2025-04-22,sz.001258,https://static.cninfo.com.cn/finalpage/2025-04-22/1223194178.PDF,verified_direct,山东电建,2025-04,9333300,计划前持股7.6813%，2025年4月集中竞价卖出9333300股且计划完成；原件仅列成交月份,
2025-04-28,2025-04-26,sz.300025,https://static.cninfo.com.cn/finalpage/2025-04-26/1223323233.PDF,verified_direct,李剑,2025-04-15/2025-04-21,10175000,计划前持股9.60%，2025年4月集中竞价及大宗交易共卖出10175000股并完成；股票虽原由拍卖受让，本次是主动市场卖出,
2025-05-06,2025-04-30,sz.002786,https://static.cninfo.com.cn/finalpage/2025-04-30/1223414687.PDF,verified_direct,布拉德,2025-04-22/2025-04-28,9912100,计划前持股12.81%，2025年4月大宗交易卖出9912100股并完成,
2025-05-06,2025-04-30,sz.002809,https://static.cninfo.com.cn/finalpage/2025-04-30/1223413419.PDF,verified_direct,广东科创,2025-04,2102100,计划前持股6.67%，2025年4月集中竞价卖出2102100股且其计划完成；同公告两名非合格主体卖出不计,
2025-05-07,2025-05-06,sz.301070,https://static.cninfo.com.cn/finalpage/2025-05-06/1223476614.PDF,reject_group_plan_unproven,共青城睿博,,1286620,出售方本人计划前持股4.63%，虽与大股东一致行动团体合计18.90%，本次预披露及完成仅为睿博个人计划,
2025-05-08,2025-05-07,sz.300465,https://static.cninfo.com.cn/finalpage/2025-05-07/1223491770.PDF,verified_direct,银联科技,2025-04-28/2025-05-06,4400000,计划前持股8.36%，2025年集中竞价卖出4400000股且计划实施完毕,
2025-05-09,2025-05-08,sz.001203,https://static.cninfo.com.cn/finalpage/2025-05-08/1223490931.PDF,reject_directed_transfer,众兴集团,2025-04-29/2025-05-06,29737218,控股股东原持股49.06%，但预披露已指定全部29737218股由公司董事总经理林圃生经大宗交易承接；属于定向内部转让,
2025-05-09,2025-05-08,sz.300963,https://static.cninfo.com.cn/finalpage/2025-05-08/1223496273.PDF,verified_direct,徐亮,2025-04-30/2025-05-07,3276000,计划前持股6.08%，2025年集中竞价卖出3276000股并完成,
2025-05-12,2025-05-09,sz.301025,https://static.cninfo.com.cn/finalpage/2025-05-09/1223513815.PDF,reject_group_plan_unproven,读客企业,2025-02-18/2025-05-08,11190894,出售方本人计划前持股4.11%，虽与华楠华杉团体持股逾70%，本次只有读客企业个人预披露并完成计划,
2025-05-13,2025-05-12,sz.300022,https://static.cninfo.com.cn/finalpage/2025-05-12/1223527275.PDF,verified_multi_direct,王新明、王红艳,2025-04-21/2025-05-09,14746585,两名共同预披露并完成的卖出者事前分别持股7.50%和6.63%；本次分别卖出10276285和4470300股，合计14746585股,https://static.cninfo.com.cn/finalpage/2025-03-19/1222847228.PDF
2025-05-14,2025-05-13,sz.300851,https://static.cninfo.com.cn/finalpage/2025-05-13/1223537814.PDF,verified_multi_direct,徐迅、赵胜凯,2025-05-08/2025-05-12,964668,两名计划主体原分别持股11.83%及6.00%，2025年各卖出584834及379834股并完成,
2025-05-15,2025-05-14,sz.002892,https://static.cninfo.com.cn/finalpage/2025-05-14/1223536000.PDF,verified_direct,聂鹏举,2025-04-30/2025-05-12,6193900,计划前持股24.79%的控股股东、实际控制人之一兼董事长大宗交易卖出6193900股并完成,
2025-05-15,2025-05-14,sz.300776,https://static.cninfo.com.cn/finalpage/2025-05-14/1223545044.PDF,reject_group_plan_unproven,武汉速能,2025-05-13,1520000,出售方本人计划前持股约2.23%，虽与实际控制人团体合计逾40%，本次仅预披露并完成武汉速能个人计划,
2025-05-23,2025-05-22,sz.301004,https://static.cninfo.com.cn/finalpage/2025-05-22/1223629457.PDF,reject_group_plan_unproven,朱中萍,2025-05-21,122500,朱中萍本人仅持股0.3370%，其一致行动的实际控制人未参加本次计划；共同公告另一董事马靖仅持股0.0963%,
2025-05-26,2025-05-23,sh.600463,https://static.cninfo.com.cn/finalpage/2025-05-23/1223632527.PDF,verified_direct,国开金融,2025-05-21/2025-05-22,3000000,计划前持股13.45%，2025年集中竞价卖出3000000股并完成,
2025-05-27,2025-05-26,sz.301315,https://static.cninfo.com.cn/finalpage/2025-05-26/1223684874.PDF,verified_direct,丛威咨询,2025-03-06/2025-05-22,2120100,计划前持股7.4091%，2025年竞价和大宗交易卖出2120100股并完成；最新权益变动694100股非计划总量,
2025-05-28,2025-05-27,sh.688227,https://static.cninfo.com.cn/finalpage/2025-05-27/1223682734.PDF,verified_direct,广州旌德,2025-03-19/2025-05-23,3391657,计划前持股5.72%，集中竞价1130552股及大宗2261105股，共卖出3391657股并完成,
2025-05-30,2025-05-29,sz.002767,https://static.cninfo.com.cn/finalpage/2025-05-29/1223712884.PDF,verified_direct,石政民,2025-05-21/2025-05-28,1500000,计划前持股44.2782%的控股股东集中竞价卖出1500000股并完成,
2025-05-30,2025-05-29,sz.300667,https://static.cninfo.com.cn/finalpage/2025-05-29/1223721527.PDF,verified_direct,代啸宁,2025-05-28/2025-05-29,6139020,控股股东实际控制人原持股约14.03%，2025年大宗及竞价交易共卖出6139020股并完成；2023年起的被动稀释不计入卖出,
2025-06-03,2025-05-30,sz.000935,https://static.cninfo.com.cn/finalpage/2025-05-30/1223721381.PDF,verified_direct,天津赛克环,2025-03-27/2025-05-29,10419026,本人原持股10.2698%，竞价交易3786026股及大宗交易6633000股，共卖出10419026股并完成；表决权委托不改变实际卖出主体,
2025-06-03,2025-05-30,sz.002756,https://static.cninfo.com.cn/finalpage/2025-05-30/1223720407.PDF,verified_direct,久立特材,2025-05-26/2025-05-29,11615023,事前原件持股38570000股，完成公告持股26954977股，差11615023股；完成公告表按万股保留两位，写1161.50万股，少显示23股,https://static.cninfo.com.cn/finalpage/2025-02-07/1222474097.PDF
2025-06-03,2025-05-30,sz.300898,https://static.cninfo.com.cn/finalpage/2025-05-30/1223732769.PDF,verified_direct,宝升投资,2025-05-29,500000,计划前持股5.6452%的宝升投资竞价卖出500000股并完成；同公告高管林文珍卖出不计,
2025-06-04,2025-06-03,sz.300929,https://static.cninfo.com.cn/finalpage/2025-06-03/1223750669.PDF,reject_group_plan_unproven,刘光春、兰萍,2025-04-30/2025-05-30,1321300,本次联合计划仅刘光春与兰萍，两人原持股合计2.73%；控股股东未参加本计划，不能借其持股跨越5%,
2025-06-05,2025-06-04,sz.002550,https://static.cninfo.com.cn/finalpage/2025-06-04/1223748369.PDF,verified_group,赵刚、赵人谊、建信鑫享1号,2025-03-03/2025-06-02,10387979,三名一致行动主体共同预披露并完成计划，原合计持股7.6810%，2025年集中竞价合计卖出10387979股,
2025-06-05,2025-06-04,sz.300590,https://static.cninfo.com.cn/finalpage/2025-06-04/1223766295.PDF,verified_direct,廖荣华,2025-03-21/2025-04-02,4522940,计划前持股30.07%的控股股东实际控制人竞价卖出4522940股，其计划期限届满且实施完毕；高管贺亮另卖22900股不计,
2025-06-09,2025-06-07,sz.002606,https://static.cninfo.com.cn/finalpage/2025-06-07/1223802695.PDF,verified_direct,应坚,2025-05-22/2025-06-06,5780000,实际控制人兼董事长计划前直接持股5.3217%、经控股股东间接持股19.5679%，本人竞价卖出5780000股并完成,
2025-06-09,2025-06-06,sz.300441,https://static.cninfo.com.cn/finalpage/2025-06-06/1223802304.PDF,verified_direct,怡诺鲍斯,2025-04-15/2025-06-05,6444000,计划前持股46.72%的控股股东2025年竞价卖出6444000股，减持计划实施完成,
2025-06-09,2025-06-06,sz.300942,https://static.cninfo.com.cn/finalpage/2025-06-06/1223803897.PDF,verified_group_mixed,易达瑞、易凯瑞,2025-04-30/2025-06-04,986900,两名一致行动人共同预披露并完成计划，分别卖出411200及575700股；易凯瑞自身原持股5.7757%,
2025-06-09,2025-06-06,sz.301230,https://static.cninfo.com.cn/finalpage/2025-06-06/1223803720.PDF,verified_direct,沈阳富邦,2025-06-04,1370000,计划前持股6.30%，同日大宗交易560000股及集中竞价810000股，共卖出1370000股并完成,
2025-06-10,2025-06-09,sz.300383,https://static.cninfo.com.cn/finalpage/2025-06-09/1223825662.PDF,verified_direct,百汇达,2025-03-11/2025-06-06,53768350,计划前持股25.75%的控股股东竞价及大宗交易分别卖出17975850及35792500股，合计53768350股并完成,
2025-06-12,2025-06-11,sz.300079,https://static.cninfo.com.cn/finalpage/2025-06-11/1223835598.PDF,verified_direct,郑海涛,2025-05-06/2025-06-09,14270000,控股股东实际控制人原持股13.4274%，集中竞价卖出14270000股并完成,
2025-06-12,2025-06-11,sz.300865,https://static.cninfo.com.cn/finalpage/2025-06-11/1223848299.PDF,verified_direct,甘德宏,2025-06-03/2025-06-11,2590000,控股股东实际控制人兼董事长原直接持股35.9964%，2025年竞价及大宗交易卖出2590000股并完成,
